pos,pal,ppc,pse,pcn,pes,pca,pm,pcs,Hwday,Lq,hackathons,csr,psp,cwl,slc,Ecd,cert,ws,tta,oly,rws,mcscore,Is,ica,JHS,company,ip,games,Books,SalaryExp,Realtionship,behaviour,mort,tyw,wrt,itr,jr
89,78,67,60,83,63,76,79,74,6,6,2,7,4,yes,no,no,app development,data science,no,yes,poor,medium,parallel computing,system developer,job,Sales and Marketing,no,yes,Horror,salary,yes,gentle,Management,salary,hard worker,no,yes,Project Manager
72,80,65,94,73,65,91,70,79,7,8,0,7,8,no,yes,no,python,web technologies,yes,yes,medium,medium,data engineering,system developer,higherstudies,product development,yes,yes,Prayer books,Work,no,stubborn,Technical,work,hard worker,yes,no,Information Technology Manager
68,75,78,65,65,81,69,64,84,4,6,6,5,6,no,no,no,hadoop,web technologies,yes,yes,excellent,poor,cloud computing,Business process analyst,higherstudies,Web Services,no,yes,Prayer books,salary,yes,stubborn,Management,salary,smart worker,yes,yes,Database Developer
89,84,65,65,73,75,65,91,88,8,8,3,9,3,yes,no,no,r programming,system designing,yes,yes,medium,poor,programming,security,higherstudies,SAaS services,no,yes,Self help,salary,yes,gentle,Management,work,hard worker,yes,yes,Software Developer
67,75,60,61,87,75,76,79,92,6,1,2,2,4,no,yes,yes,app development,web technologies,no,yes,poor,poor,programming,cloud computing,job,Web Services,yes,no,Religion-Spirituality,salary,no,gentle,Management,salary,hard worker,no,yes,Portal Administrator
94,60,64,62,66,81,66,90,63,4,6,2,2,7,yes,yes,no,app development,system designing,no,no,poor,medium,programming,testing,job,Product based,no,yes,Poetry,Work,no,stubborn,Technical,work,hard worker,no,yes,Network Engineer
78,68,75,62,81,79,85,72,65,10,9,0,4,7,no,yes,no,hadoop,game development,yes,yes,medium,poor,networks,developer,job,BPA,yes,no,Prayer books,salary,yes,stubborn,Management,work,hard worker,no,no,CRM Technical Developer
70,73,73,69,76,84,64,90,60,6,2,1,5,7,yes,yes,yes,full stack,data science,no,no,medium,excellent,data engineering,Business process analyst,higherstudies,Cloud Services,yes,no,Guide,salary,yes,stubborn,Technical,salary,smart worker,yes,no,Information Technology Auditor
93,84,87,61,89,85,75,85,90,4,1,1,4,7,no,no,yes,r programming,database security,no,yes,medium,excellent,Management,system developer,higherstudies,Product based,no,no,Health,salary,yes,stubborn,Management,salary,smart worker,no,no,Database Manager
72,74,92,80,86,71,77,91,64,5,6,2,1,7,no,yes,no,information security,testing,no,no,medium,medium,Computer Architecture,Business process analyst,job,Sales and Marketing,yes,no,Religion-Spirituality,salary,no,gentle,Technical,salary,hard worker,yes,no,Web Developer
74,70,73,63,60,60,66,75,90,12,3,4,4,7,no,no,yes,distro making,cloud computing,no,no,excellent,excellent,networks,security,job,Sales and Marketing,no,yes,Series,salary,yes,stubborn,Technical,work,hard worker,yes,no,CRM Technical Developer
79,77,66,85,85,81,72,66,68,11,4,4,8,8,no,yes,no,shell programming,web technologies,yes,yes,medium,excellent,Computer Architecture,cloud computing,higherstudies,Service Based,no,yes,Self help,salary,no,gentle,Technical,salary,smart worker,yes,no,Database Manager
93,87,80,66,82,73,75,76,94,7,9,6,5,7,no,no,no,full stack,system designing,yes,yes,medium,medium,Computer Architecture,cloud computing,job,Product based,no,no,Autobiographies,salary,no,gentle,Technical,salary,hard worker,yes,no,Network Engineer
90,85,67,81,76,70,81,90,92,6,8,3,9,5,yes,no,yes,distro making,database security,no,yes,excellent,medium,cloud computing,Business process analyst,job,Finance,yes,yes,History,salary,no,stubborn,Management,work,smart worker,yes,no,Quality Assurance Associate
67,75,71,82,91,82,92,75,91,5,7,1,9,6,yes,yes,no,full stack,web technologies,no,no,excellent,medium,Management,cloud computing,higherstudies,Testing and Maintainance Services,yes,no,Diaries,Work,yes,gentle,Management,work,hard worker,yes,no,Software Systems Engineer
63,80,80,82,84,63,61,75,88,9,9,0,9,9,yes,no,yes,python,testing,yes,yes,excellent,medium,cloud computing,system developer,job,Product based,no,no,Travel,Work,no,gentle,Technical,work,hard worker,yes,no,Solutions Architect
93,92,70,93,73,80,66,79,64,12,8,2,4,5,yes,no,no,app development,web technologies,no,yes,excellent,excellent,parallel computing,developer,job,BPA,no,no,Anthology,salary,no,gentle,Management,salary,smart worker,no,no,Software Engineer
71,69,61,88,65,72,61,79,90,5,9,2,5,4,yes,yes,no,r programming,database security,no,yes,medium,medium,Software Engineering,cloud computing,higherstudies,product development,yes,no,Fantasy,Work,no,stubborn,Technical,salary,smart worker,no,no,Network Security Administrator
91,91,76,62,71,90,89,77,63,10,2,3,4,3,yes,no,yes,r programming,testing,yes,no,poor,excellent,Computer Architecture,security,higherstudies,Finance,yes,yes,Autobiographies,Work,no,gentle,Technical,salary,hard worker,yes,yes,Mobile Applications Developer
72,68,81,80,75,65,66,87,91,9,2,6,7,9,no,no,yes,information security,testing,yes,yes,poor,medium,IOT,developer,higherstudies,Finance,yes,yes,Biographies,Work,yes,stubborn,Management,salary,smart worker,yes,no,Portal Administrator
65,80,61,68,77,79,78,81,94,5,7,5,7,6,no,no,yes,python,cloud computing,yes,no,poor,poor,Software Engineering,testing,higherstudies,Cloud Services,yes,yes,Satire,Work,yes,gentle,Management,work,hard worker,no,yes,CRM Business Analyst
61,70,66,61,72,77,82,85,68,7,2,2,8,5,no,yes,yes,machine learning,game development,no,no,excellent,medium,cloud computing,developer,higherstudies,BPA,no,yes,Science fiction,salary,no,stubborn,Technical,work,hard worker,no,no,Software Developer
88,93,68,89,68,76,84,88,84,10,8,2,9,4,no,no,no,machine learning,database security,yes,no,excellent,poor,Computer Architecture,cloud computing,job,BPA,no,yes,Poetry,salary,no,gentle,Technical,salary,hard worker,no,no,Network Security Administrator
78,73,86,91,81,87,73,94,88,12,8,3,5,9,no,no,yes,shell programming,testing,yes,no,poor,poor,IOT,security,higherstudies,product development,no,yes,Biographies,Work,yes,stubborn,Management,work,smart worker,yes,no,Information Security Analyst
67,92,93,86,72,79,93,60,81,4,1,3,1,2,yes,no,no,machine learning,web technologies,no,yes,medium,medium,Software Engineering,Business process analyst,higherstudies,Service Based,yes,yes,Self help,Work,no,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
61,70,70,90,66,69,68,92,90,4,5,0,5,7,yes,no,no,app development,cloud computing,no,yes,excellent,poor,Software Engineering,developer,higherstudies,Cloud Services,yes,no,Series,Work,yes,stubborn,Management,salary,smart worker,no,no,Network Security Engineer
73,88,91,71,73,61,68,91,70,11,2,1,3,9,yes,yes,yes,information security,system designing,no,no,medium,poor,cloud computing,security,job,Web Services,yes,yes,Health,salary,yes,stubborn,Technical,salary,smart worker,no,yes,Information Security Analyst
85,91,64,85,67,80,91,64,72,9,9,3,7,9,no,yes,no,distro making,web technologies,yes,no,excellent,medium,programming,testing,higherstudies,SAaS services,no,yes,Dictionaries,Work,no,stubborn,Technical,work,smart worker,yes,yes,Database Manager
91,79,94,73,89,80,65,94,64,7,4,0,3,3,no,no,yes,machine learning,hacking,yes,yes,poor,poor,hacking,testing,job,Testing and Maintainance Services,no,no,Journals,Work,yes,gentle,Technical,salary,smart worker,no,no,Systems Security Administrator
72,72,82,72,94,85,86,90,87,12,5,1,3,2,no,no,yes,information security,database security,no,yes,poor,medium,Software Engineering,testing,job,Finance,no,yes,Self help,salary,yes,gentle,Management,work,hard worker,no,yes,Information Technology Manager
67,63,78,61,87,63,68,76,83,6,6,3,6,8,yes,no,yes,shell programming,hacking,yes,yes,excellent,medium,data engineering,security,higherstudies,Product based,no,no,Comics,Work,no,stubborn,Management,salary,hard worker,no,yes,Information Technology Manager
83,78,81,77,87,89,73,85,64,12,7,6,9,3,no,yes,no,distro making,game development,yes,yes,excellent,medium,Software Engineering,developer,higherstudies,Service Based,yes,yes,Series,Work,yes,stubborn,Technical,work,hard worker,no,yes,Information Technology Auditor
74,82,87,65,67,80,84,67,62,11,6,5,6,5,no,no,no,hadoop,hacking,no,no,medium,poor,networks,security,higherstudies,Finance,no,yes,Series,salary,yes,stubborn,Management,salary,hard worker,yes,yes,Systems Security Administrator
86,61,82,76,69,63,80,90,85,6,1,5,9,8,no,no,yes,shell programming,data science,no,yes,excellent,excellent,Computer Architecture,developer,higherstudies,Cloud Services,no,yes,Mystery,salary,no,gentle,Management,salary,hard worker,yes,yes,Portal Administrator
93,75,83,91,70,62,90,88,83,8,4,0,1,1,yes,yes,yes,r programming,web technologies,no,yes,excellent,excellent,programming,testing,higherstudies,Cloud Services,yes,no,Travel,Work,yes,stubborn,Management,salary,smart worker,yes,yes,Software Developer
76,90,62,86,70,80,62,62,78,12,3,2,8,3,no,yes,yes,machine learning,data science,no,yes,poor,poor,Management,system developer,job,product development,yes,no,Art,salary,no,gentle,Management,salary,hard worker,no,yes,E-Commerce Analyst
75,65,80,80,70,90,65,75,64,12,8,3,4,4,no,no,no,information security,hacking,yes,no,medium,poor,IOT,Business process analyst,higherstudies,Finance,yes,no,Health,salary,no,stubborn,Management,salary,hard worker,no,no,Web Developer
93,63,89,81,68,86,78,71,90,9,4,0,6,7,no,no,yes,hadoop,system designing,no,yes,poor,excellent,data engineering,testing,higherstudies,Service Based,yes,yes,Health,Work,yes,stubborn,Management,work,hard worker,no,yes,Quality Assurance Associate
84,69,87,77,84,83,76,87,60,11,1,3,6,5,no,yes,no,python,cloud computing,yes,no,poor,medium,hacking,Business process analyst,higherstudies,Product based,no,no,Health,salary,yes,stubborn,Management,salary,hard worker,no,no,Business Systems Analyst
89,63,83,77,79,79,67,61,71,9,7,0,7,7,yes,yes,yes,r programming,data science,no,no,excellent,poor,Computer Architecture,Business process analyst,job,Web Services,no,no,History,Work,no,gentle,Technical,salary,hard worker,no,yes,Mobile Applications Developer
70,72,94,77,86,77,84,75,73,4,6,2,3,9,no,no,yes,information security,game development,yes,no,excellent,excellent,hacking,testing,job,Testing and Maintainance Services,yes,no,Dictionaries,Work,yes,gentle,Management,salary,hard worker,no,yes,Applications Developer
86,85,61,77,65,61,90,72,63,7,5,0,4,9,yes,no,no,hadoop,cloud computing,yes,no,medium,excellent,data engineering,testing,job,BPA,no,yes,Satire,salary,yes,stubborn,Management,work,smart worker,no,yes,Technical Engineer
